FIPS,State,County,PopChangeRate1819,PopChangeRate1019,TotalPopEst2019,NetMigrationRate1019,NaturalChangeRate1019,Net_International_Migration_Rate_2010_2019,PopChangeRate0010,NetMigrationRate0010,NaturalChangeRate0010,Immigration_Rate_2000_2010,PopDensity2010,Under18Pct2010,Age65AndOlderPct2010,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010,NonHispanicWhitePopChangeRate0010,NonHispanicBlackPopChangeRate0010,NonHispanicAsianPopChangeRate0010,NonHispanicNativeAmericanPopChangeRate0010,HispanicPopChangeRate0010,MultipleRacePopChangeRate0010,WhiteNonHispanicNum2010,BlackNonHispanicNum2010,AsianNonHispanicNum2010,NativeAmericanNonHispanicNum2010,HispanicNum2010,MultipleRaceNum2010,ForeignBornPct,ForeignBornEuropePct,ForeignBornMexPct,NonEnglishHHPct,Ed1LessThanHSPct,Ed2HSDiplomaOnlyPct,Ed3SomeCollegePct,Ed4AssocDegreePct,Ed5CollegePlusPct,AvgHHSize,FemaleHHPct,HH65PlusAlonePct,OwnHomePct,ForeignBornNum,TotalPopACS,ForeignBornAfricaPct,Ed3SomeCollegeNum,Ed2HSDiplomaOnlyNum,Ed1LessThanHSNum,TotalPop25Plus,Ed5CollegePlusNum,TotalOccHU,ForeignBornAsiaPct,Ed4AssocDegreeNum,ForeignBornEuropeNum,NonEnglishHHNum,HH65PlusAloneNum,OwnHomeNum,FemaleHHNum,TotalHH,ForeignBornCentralSouthAmPct,ForeignBornCentralSouthAmNum,ForeignBornCaribPct,ForeignBornCaribNum,ForeignBornAfricaNum,ForeignBornAsiaNum,ForeignBornMexNum,LandAreaSQMiles2010,Age65AndOlderNum2010,TotalPop2010,Under18Num2010,Net_International_Migration_2000_2010,NaturalChangeNum0010,NetMigrationNum0010,TotalPopEst2012,TotalPopEst2013,TotalPopEst2010,TotalPopEst2014,TotalPopEst2011,Net_International_Migration_2010_2019,NaturalChange1019,TotalPopEst2015,TotalPopEst2016,TotalPopEst2017,NetMigration1019,TotalPopEst2018,TotalPopEstBase2010
01017,AL,Chambers,-1.03,-2.544,33254,-0.999,-1.544,0.475,-6.47,-4.84,-1.17,0.664460912,57.36,22.51,16.68,58.14,38.60,0.49,0.17,1.57,1.13,-10.03,-4.80,144.12,16.33,91.43,84.21,19893,13206,166,57,536,385,1.838978015,0.175282234,0.142602496,0.870017847,18.37824204,36.73546597,22.26239018,9.327840599,13.2960612,2.46,15.96519929,12.9610351,67.45984533,619,33660,0,5296,8739,4372,23789,3163,13448,0.906120024,2219,59,117,1743,9072,2147,13448,0.73677956,248,0.020796197,7,0,305,48,596.53,5706,34215,7703,243,-428,-1771.5,34104,34139,34122,33977,34033,162,-527,33996,33745,33707,-341,33600,34169
01019,AL,Cherokee,0.7,0.897,26196,4.634,-3.736,0,8.34,3.53,-1.03,0.731067233,46.94,21.42,17.90,92.07,4.64,0.19,0.47,1.23,1.49,7.96,-9.12,53.13,64.86,56.86,95.45,23929,1206,49,122,320,387,0.857043586,0,0.397637339,1.126944212,18.42746636,40.25643743,20.16530677,8.39779591,12.75299354,2.39,8.53124709,13.35568595,77.34003912,222,25903,0,3806,7598,3478,18874,2407,10737,0.247075628,1585,0,121,1434,8304,916,10737,0.563641277,146,0,0,0,64,103,553.70,4651,25989,5566,175.5,-246.5,847.5,25958,26017,25963,25895,25989,0,-970,25732,25768,25805,1203,26014,25979
01021,AL,Chilton,0.6,1.775,44428,0.568,1.207,0.545,10.23,6.05,3.02,1.377296539,62.99,25.11,13.57,81.10,9.56,0.29,0.31,7.84,1.16,4.42,0.97,92.31,20.72,196.88,84.00,35395,4171,125,134,3420,506,4.55566905,0.449438202,3.434343434,1.482838069,18.21873128,44.42521467,16.76762298,7.864607602,12.72382347,2.58,14.91108879,12.74295504,74.49636675,2007,44055,0,5038,13348,5474,30046,3823,16927,0.308705028,2363,198,251,2157,12610,2524,16927,3.79752582,1673,0,0,0,136,1513,692.85,5921,43643,10960,549.5,1205,2414,43582,43628,43653,43760,43689,238,527,43700,43866,44120,248,44163,43632
01023,AL,Choctaw,-1.901,-9.098,12589,-6.463,-2.636,-0.123,-12.96,-12.42,-0.04,1.001574803,15.17,22.66,18.18,55.56,43.22,0.09,0.13,0.53,0.42,-11.74,-14.24,100.00,-25.00,-31.78,-13.43,7700,5990,12,18,73,58,0.6344294,0,0.023210832,0,18.61935899,37.67820774,20.77393075,10.99796334,11.93053918,2.4,18.0754717,13.47169811,80.90566038,82,12925,0,1938,3515,1737,9329,1113,5300,0.17794971,1026,0,0,714,4288,958,5300,0.193423598,25,0,0,0,23,3,913.50,2519,13859,3141,159,-6.5,-1972,13563,13397,13849,13317,13609,-17,-365,13231,13045,12925,-895,12833,13858
01025,AL,Clarke,-1.238,-8.321,23622,-7.56,-0.761,-0.07,-7.30,-8.65,1.96,0.161759948,20.86,24.73,16.16,53.97,43.67,0.29,0.37,1.05,0.68,-10.16,-5.35,64.44,57.38,50.56,29.41,13943,11280,74,96,271,176,0.236240053,0.049734748,0,0.110011001,19.43351222,41.77101968,18.57483602,7.996422183,12.2242099,2.61,11.81518152,12.91529153,70.0990099,57,24128,0,3115,7005,3259,16770,2050,9090,0.186505305,1341,12,10,1174,6372,1074,9090,0,0,0,0,0,45,0,1238.46,4174,25833,6389,45,544.5,-2405,25155,25123,25766,24864,25587,-18,-196,24698,24340,24063,-1948,23918,25833
01027,AL,Clay,-0.444,-4.77,13235,-2.151,-2.619,-0.065,-2.26,-3.67,-1.38,0.483769193,23.07,22.57,17.58,80.29,14.70,0.17,0.39,2.86,1.69,-3.70,-7.71,91.67,25.00,57.71,109.82,11186,2048,23,55,399,235,2.001949464,0.247431956,1.12469071,0.096190843,23.31113226,37.81583677,18.78634105,9.525319801,10.56137012,2.52,15.19815314,12.33166603,75.45209696,267,13337,0,1777,3577,2205,9459,999,5198,0.157456699,901,33,5,641,3922,790,5198,1.537077304,205,0.059983505,8,0,21,150,603.96,2449,13932,3144,69,-197.5,-523,13434,13404,13898,13441,13687,-9,-364,13415,13393,13350,-299,13294,13930
01029,AL,Cleburne,-0.666,-0.626,14910,-0.087,-0.54,-0.44,6.01,4.17,0.65,0.864380469,26.73,23.72,15.77,93.21,3.30,0.15,0.33,2.05,1.07,5.45,-5.18,21.05,21.95,55.05,46.79,13956,494,23,50,307,160,1.615714669,0.288281041,0.951997855,0.246478873,20.97128137,37.97347581,19.93130426,5.705562446,15.41837611,2.6,8.151408451,15.08802817,76.12676056,241,14916,0.160901046,2089,3980,2198,10481,1616,5680,0.020112631,598,43,14,857,4324,463,5680,1.052561008,157,0.026816841,4,24,3,142,560.10,2361,14972,3551,122.5,91.5,591,14889,14976,15004,15026,14928,-66,-81,14914,14848,14899,-13,15010,14972
01031,AL,Coffee,0.755,4.25,52342,2.235,2.016,1.562,14.52,10.39,3.10,0.733134465,73.56,24.19,14.44,72.34,16.53,1.26,1.21,6.37,2.50,9.59,3.86,53.79,55.96,168.81,70.82,36134,8257,629,602,3180,1247,3.985521273,0.74716426,1.111068097,1.164424814,14.07361233,27.24336271,24.05292834,11.83804154,22.79205508,2.56,13.68199157,11.59907649,65.74483036,2059,51662,0.034841857,8489,9615,4967,35293,8044,19924,1.260113817,4178,386,232,2311,13099,2726,19924,1.831133135,946,0.050327126,26,18,651,574,678.97,7210,49948,12084,319.5,1350,4527,51141,50681,50208,50657,50444,784,1012,50963,51202,51853,1122,51950,49955
01033,AL,Colbert,0.431,1.315,55241,2.914,-1.599,0.781,-1.01,0.28,-0.38,0.4018401,91.84,22.11,17.39,79.62,15.99,0.41,0.48,2.01,1.55,-2.55,-4.33,76.38,34.36,76.86,73.51,43334,8702,224,262,1093,845,1.940808092,0.202661993,0.768654945,0.566727605,14.84381016,37.83464668,21.52005955,7.65420057,18.14728304,2.48,12.77422303,12.60054845,72.19378428,1063,54771,0.074857132,8384,14740,5783,38959,7070,21880,0.407149769,2982,111,124,2757,15796,2795,21880,1.181282065,647,0.052947728,29,41,223,421,592.62,9463,54428,12034,221,-210,152,54570,54529,54524,54462,54539,426,-872,54417,54497,54695,1589,55004,54428
01035,AL,Conecuh,-1.83,-8.832,12067,-6.392,-2.44,0.053,-6.11,-8.24,-0.09,0.249376559,15.56,23.00,17.86,51.13,46.28,0.13,0.33,1.22,1.00,-12.84,0.51,6.25,62.96,57.84,57.14,6764,6122,17,44,161,132,0.935936744,0.217847346,0.088752622,0,15.66851579,51.1264576,12.6570814,7.777651987,12.77029322,2.71,19.65736877,14.34219196,76.10366791,116,12394,0,1118,4516,1384,8833,1128,4553,0.467968372,687,27,0,653,3465,895,4553,0.153299984,19,0.096821042,12,0,58,11,850.16,2362,13228,3042,35,-12.5,-1157,13046,12912,13236,12677,13195,7,-323,12678,12500,12431,-846,12292,13236
01037,AL,Coosa,0.188,-9.482,10663,-6.053,-3.43,0.645,-5.43,-11.14,-1.91,-0.029550827,17.73,20.54,17.07,65.90,30.82,0.12,0.35,1.99,0.89,-1.78,-14.25,180.00,2.56,45.57,-3.74,7604,3556,14,40,230,103,0.492702426,0.037185089,0,0.173611111,20.0024216,40.28332728,20.91052185,5.981353675,12.82237559,2.57,9.74702381,15.37698413,79.24107143,53,10757,0,1727,3327,1652,8259,1059,4032,0,494,4,7,620,3195,393,4032,0,0,0.455517338,49,0,0,0,650.93,1970,11539,2370,-3.5,-226,-1319,11346,11254,11780,11037,11486,76,-404,10934,10819,10724,-713,10643,11756
01039,AL,Covington,0.26,-2.01,37049,-0.116,-1.894,-0.071,0.36,0.13,-1.31,0.495814896,36.65,22.57,18.37,84.08,12.41,0.39,0.52,1.28,1.38,-1.54,1.45,131.25,8.89,65.41,124.03,31751,4685,148,196,483,522,0.833333333,0.36827957,0.086021505,0.134661998,16.58562528,37.30056222,21.09861723,9.743959885,15.27123537,2.46,13.65472664,14.57716133,74.47481821,310,37200,0,5554,9819,4366,26324,4020,14852,0.14516129,2565,137,20,2165,11061,2028,14852,0.287634409,107,0.032258065,12,0,54,32,1030.46,6939,37765,8523,186,-490,49,37805,37814,37809,37760,38020,-27,-716,37556,37382,37062,-44,36953,37762
01041,AL,Crenshaw,-0.383,-0.699,13772,1.125,-1.824,0.317,1.76,1.92,-0.26,0.018258837,22.84,23.79,15.89,72.06,23.31,1.36,0.40,1.47,1.45,-0.22,-3.80,1160.00,9.80,134.48,112.63,10020,3241,189,56,204,202,1.386882404,0.050563421,0.130020225,1.132915234,20.80495356,39.5252838,16.34674923,5.913312694,17.40970072,2.77,14.46489986,14.62674489,75.48047744,192,13844,0.043340075,1584,3830,2016,9690,1687,4943,1.054608495,573,7,56,723,3731,715,4943,0.238370413,33,0,0,6,146,18,608.84,2210,13906,3308,2.5,-35,263,13915,13847,13869,13851,13894,44,-253,13850,13916,13858,156,13825,13893
01043,AL,Cullman,0.42,4.117,83768,4.159,-0.042,0.403,3.77,5.02,1.27,1.377254011,109.42,23.18,15.93,92.74,1.02,0.42,0.49,4.30,1.11,0.85,13.09,149.26,43.32,104.62,11.82,74568,821,339,397,3454,889,2.574439067,0.315015751,1.372309995,0.605787201,18.44576101,34.07130236,22.62931781,10.98811627,13.86550255,2.63,11.17806277,13.42076432,74.8082748,2133,82853,0.032587836,13063,19668,10648,57726,8004,31034,0.45140188,6343,261,188,4165,23216,3469,31034,1.687325746,1398,0.053106104,44,27,374,1137,734.84,12810,80406,18641,1067,984.5,3886.5,80279,80690,80456,81068,80410,324,-34,81761,82450,82867,3346,83418,80406
01045,AL,Dale,0.059,-2.425,49172,-5.251,2.826,1.302,2.28,-7.90,6.04,0.129264718,89.55,24.83,13.45,71.05,19.00,1.05,0.67,5.61,2.99,-0.18,-3.60,1.74,18.25,71.80,42.79,35705,9546,527,337,2821,1505,3.506706983,0.765062808,1.130344786,1.499521429,13.87985317,32.28684831,25.70055806,9.994329882,18.13841058,2.55,14.83037329,11.87918749,60.08720621,1728,49277,0,8612,10819,4651,33509,6078,18806,1.073523145,3349,377,282,2234,11300,2789,18806,1.552448404,765,0.048704264,24,0,529,557,561.15,6759,50251,12477,63.5,2966,-3881,50289,49771,50394,49414,50122,656,1424,49365,49362,49342,-2646,49143,50251
01047,AL,Dallas,-2.867,-15.182,37196,-14.655,-0.527,0.014,-5.49,-13.22,3.00,0.072513962,44.77,26.46,14.07,28.93,69.18,0.33,0.18,0.71,0.68,-22.79,3.81,-8.28,65.96,6.55,17.25,12676,30314,144,78,309,299,1.289943549,0.145597589,0.378042862,0.138277813,18.15648855,35.91984733,20.11068702,11.10305344,14.70992366,2.42,23.67693275,13.87806411,59.34003771,505,39149,0.122608496,5269,9411,4757,26200,3854,15910,0.482770952,2909,57,22,2208,9441,3767,15910,0.378042862,148,0.130271527,51,48,189,148,978.69,6165,43820,11595,33.5,1386.5,-6109.5,42789,41976,43854,41554,43251,6,-231,40936,40080,39238,-6427,38294,43813
01049,AL,DeKalb,0.148,0.492,71513,-0.181,0.673,0.701,10.33,4.18,4.33,3.237432328,91.51,25.83,13.89,81.56,1.45,0.23,1.22,13.63,2.21,-0.75,-3.29,58.10,80.96,170.82,51.20,57997,1029,166,865,9690,1574,7.301921189,0.085542,3.620810546,2.169738863,25.15524068,34.238383,18.26422171,9.326943113,13.0152115,2.7,11.23271889,11.9546851,71.53225806,5207,71310,0.005609312,8765,16431,12072,47990,6246,26040,0.113588557,4476,61,565,3113,18627,2925,26040,6.924694994,4938,0.047679147,34,4,81,2582,777.09,9875,71109,18366,2093,2796.5,2703,70944,70912,71163,70993,71365,499,479,71087,71104,71437,-129,71407,71120
01051,AL,Elmore,0.244,2.083,81209,0.043,2.04,0.479,20.39,15.60,5.78,0.088422007,128.22,23.59,11.90,74.96,19.94,0.65,0.34,2.68,1.44,18.01,17.10,121.55,-1.10,164.47,67.01,59449,15814,514,269,2129,1144,2.107364685,0.378339742,0.863896283,1.194964319,13.37600057,32.50316439,19.61207281,9.443246038,25.0655162,2.58,12.72721153,9.297159014,73.25636192,1710,81144,0.017253278,11001,18232,7503,56093,14060,29708,0.622350389,5297,307,355,2762,21763,3781,29708,1.036429064,841,0.01232377,10,14,505,701,618.48,9436,79303,18707,58.5,3826.5,10318,80193,80536,79552,80538,79993,381,1623,80872,81204,81422,34,81011,79272
01053,AL,Escambia,0.298,-4.465,36633,-3.701,-0.764,0,-0.31,-3.97,1.80,0.318330072,40.55,22.65,15.17,61.35,31.74,0.22,3.32,1.87,1.51,-4.34,3.08,-7.53,10.49,89.45,33.64,23508,12162,86,1274,718,580,0.696224735,0.05397091,0.218582184,0.252120101,18.86383851,43.7294559,17.56448432,7.374608454,12.46761282,2.61,14.31736573,15.29528612,68.32454733,258,37057,0.026985455,4542,11308,4878,25859,3224,13089,0.253663276,1907,20,33,2002,8943,1874,13089,0.291442912,108,0.070162183,26,10,94,81,945.08,5812,38319,8679,122,689,-1521.5,38023,37765,38345,37735,38204,0,-293,37661,37475,36993,-1419,36524,38320
01055,AL,Etowah,-0.334,-2.097,102268,-0.284,-1.813,0.252,0.94,1.65,-0.65,1.100342738,195.20,22.97,15.81,79.28,15.05,0.63,0.36,3.30,1.48,-2.51,3.94,53.50,13.07,95.52,60.44,82789,15716,657,372,3447,1545,2.830225406,0.162533577,0.666679643,0.770376457,15.4473012,32.85761884,24.83618392,9.068191915,17.79070413,2.6,14.87596939,14.46253403,72.58743773,2908,102748,0.271538132,17890,23668,11127,72032,12815,38942,0.689064507,6532,167,300,5632,28267,5793,38942,1.390781329,1429,0.176159147,181,279,708,685,534.99,16508,104430,23986,1136.5,-672,1700.5,104278,103884,104459,103399,104369,263,-1894,102998,102855,103007,-297,102611,104429
01057,AL,Fayette,-0.87,-5.38,16302,-2.316,-3.065,0.133,-6.78,-4.71,-1.66,0.291702679,27.47,22.26,17.89,86.03,11.36,0.21,0.27,1.18,0.99,-7.27,-10.96,32.14,34.29,34.21,80.00,14832,1958,37,47,204,171,0.933672851,0.054565297,0.224323997,0.132314025,17.40133265,41.26943448,22.16811891,6.765761148,12.39535281,2.38,10.30579241,12.02587474,77.25668921,154,16494,0,2595,4831,2037,11706,1451,6802,0.485024858,792,9,9,818,5255,701,6802,0.394082697,65,0,0,0,80,37,627.66,3084,17241,3837,54,-307,-871.5,16945,16824,17229,16772,17052,23,-528,16696,16563,16466,-399,16445,17235
01059,AL,Franklin,0.204,-1.21,31362,-2.29,1.08,1.484,1.54,-2.38,2.46,4.745214775,50.02,24.81,15.22,79.64,3.82,0.16,0.38,14.86,1.67,-7.40,-7.35,59.38,39.08,103.37,77.26,25249,1211,51,121,4710,530,8.955698214,0.076272802,3.921693256,3.883055757,22.79899933,36.56788223,18.23823728,8.409506399,13.98537477,2.83,13.18790731,13.56806662,70.79109341,2818,31466,0,3791,7601,4739,20786,2907,11048,0.451280748,1748,24,429,1499,7821,1457,11048,8.199326257,2580,0.22246234,70,0,142,1234,633.82,4825,31704,7867,1482.5,767,-743.5,31690,31553,31746,31559,31776,471,343,31515,31611,31542,-727,31298,31709
01061,AL,Geneva,-0.133,-1.89,26271,0.082,-1.972,-0.246,3.98,1.72,-0.40,0.304972805,46.64,22.36,17.45,84.70,9.42,0.24,0.74,3.43,1.55,2.30,-7.41,100.00,5.35,103.09,124.86,22692,2523,64,197,920,416,1.487678389,0.170344854,0.900935004,0.260040451,19.67845659,35.9807074,21.68274384,10.16613076,12.49196141,2.52,11.53809111,12.75161321,72.00231147,393,26417,0,4046,6714,3672,18660,2331,10383,0.246053678,1897,45,27,1324,7476,1198,10383,1.010712799,267,0.060567059,16,0,65,238,574.41,4674,26790,5991,78.5,-104,443.5,26924,26677,26777,26593,26756,-66,-528,26631,26494,26385,22,26306,26781
01063,AL,Greene,-1.194,-9.788,8111,-8.931,-0.856,0.011,-9.31,-14.16,1.85,0.065643304,13.98,24.26,16.08,17.27,81.25,0.17,0.12,0.76,0.48,-17.70,-7.72,87.50,-8.33,18.97,59.26,1562,7349,15,11,69,43,0.276309467,0,0.132148006,0.16943409,20.78370447,38.61557052,24.25340929,6.231658899,10.11565683,2.8,18.46831583,24.83903761,67.06201288,23,8324,0.084094186,1405,2237,1204,5793,586,2951,0,361,0,5,733,1979,545,2951,0.144161461,12,0.04805382,4,7,0,11,647.11,1454,9045,2194,6.5,183.5,-1402.5,8848,8748,8991,8584,8903,1,-77,8508,8482,8310,-803,8209,9039
