"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"0500000US08107","Routt County, Colorado","25072","*****","24002","145","232","65","99","64","285","58","5","8","234","138","215","102","33","40","182","95"
"0500000US08109","Saguache County, Colorado","6592","*****","5948","132","33","54","130","95","0","17","0","17","189","102","292","135","12","17","280","135"
"0500000US08111","San Juan County, Colorado","589","102","573","100","0","12","6","11","0","12","0","12","0","12","10","17","0","12","10","17"
"0500000US08113","San Miguel County, Colorado","8049","*****","7619","107","1","3","50","44","149","84","0","17","84","54","146","107","0","17","146","107"
"0500000US08115","Sedgwick County, Colorado","2322","*****","2175","49","19","28","15","11","22","16","0","12","58","33","33","17","23","13","10","10"
"0500000US08117","Summit County, Colorado","30649","*****","27978","660","342","301","111","136","179","144","79","85","1380","656","580","338","33","57","547","332"
"0500000US08119","Teller County, Colorado","24524","*****","23221","110","208","19","95","78","193","76","7","11","131","104","669","115","26","37","643","107"
"0500000US08121","Washington County, Colorado","4868","*****","4641","41","63","25","6","11","29","20","1","3","53","37","75","24","5","6","70","23"
"0500000US08123","Weld County, Colorado","305345","*****","275792","1337","3643","293","2331","513","4833","308","361","112","9209","1011","9176","816","2095","454","7081","676"
"0500000US08125","Yuma County, Colorado","10003","*****","9587","136","112","138","63","46","5","10","0","19","87","61","149","93","64","58","85","66"
"0500000US09001","Fairfield County, Connecticut","943926","*****","688856","3371","109186","1859","2074","445","50339","830","540","143","63191","3519","29740","2118","7935","1103","21805","1722"
"0500000US09003","Hartford County, Connecticut","893561","*****","631471","2682","123117","1510","2963","588","47734","849","280","180","56134","2698","31862","2095","7274","1046","24588","1706"
"0500000US09005","Litchfield County, Connecticut","182002","*****","168841","586","3165","368","498","192","3438","253","9","12","2092","389","3959","573","848","324","3111","500"
"0500000US09007","Middlesex County, Connecticut","163053","*****","143486","551","9119","493","312","191","5017","216","10","15","1742","431","3367","412","311","110","3056","413"
"0500000US09009","New Haven County, Connecticut","857513","*****","628640","3114","115837","1764","1670","363","34656","622","177","111","48622","2724","27911","1980","6626","1032","21285","1555"
"0500000US09011","New London County, Connecticut","267390","*****","215896","1068","15537","888","1650","303","11091","418","84","67","8861","1036","14271","1000","1594","317","12677","880"
"0500000US09013","Tolland County, Connecticut","151063","*****","132820","505","4806","427","88","44","7371","281","3","5","2396","529","3579","430","328","165","3251","424"
"0500000US09015","Windham County, Connecticut","116566","*****","104021","817","2649","355","700","339","1611","134","20","25","3254","759","4311","498","227","148","4084","508"
"0500000US10001","Kent County, Delaware","176699","*****","116954","660","45424","762","1289","342","3552","369","102","62","2089","568","7289","886","827","269","6462","853"
"0500000US10003","New Castle County, Delaware","556165","*****","357185","1331","139960","1146","1663","255","30704","578","182","52","11877","1175","14594","1388","1709","494","12885","1308"
"0500000US10005","Sussex County, Delaware","224384","*****","184098","914","26918","606","777","222","2753","236","258","290","4384","804","5196","635","523","220","4673","602"
"0500000US11001","District of Columbia, District of Columbia","692683","*****","285857","1829","320811","1445","2091","501","27592","672","376","77","34511","2081","21445","1418","3037","552","18408","1281"
"0500000US12001","Alachua County, Florida","265443","*****","182813","803","53278","634","1033","208","16125","435","157","34","2931","614","9106","876","1043","287","8063","889"
"0500000US12003","Baker County, Florida","28211","*****","23279","123","3824","265","144","174","173","44","10","13","245","115","536","229","18","35","518","227"
"0500000US12005","Bay County, Florida","182161","*****","147657","873","20057","613","636","198","4269","441","209","90","2321","844","7012","717","400","192","6612","695"
"0500000US12007","Bradford County, Florida","27317","*****","21101","88","5544","166","102","74","166","65","0","25","98","71","306","159","0","25","306","159"
"0500000US12009","Brevard County, Florida","585507","*****","482985","1304","56493","1409","1961","365","13854","707","524","75","9013","1628","20677","1613","2011","497","18666","1543"
"0500000US12011","Broward County, Florida","1926205","*****","1170083","4779","551097","3232","5104","806","68988","1174","1227","280","65968","3897","63738","3367","12153","1546","51585","2992"
"0500000US12013","Calhoun County, Florida","14362","*****","11553","131","1904","207","153","57","16","27","0","21","320","142","416","223","5","10","411","224"
"0500000US12015","Charlotte County, Florida","181067","*****","162847","563","10113","460","581","189","2342","210","135","145","1795","456","3254","504","470","233","2784","471"
"0500000US12017","Citrus County, Florida","145169","*****","134668","385","4288","437","382","160","2567","167","40","59","798","321","2426","495","293","143","2133","459"
"0500000US12019","Clay County, Florida","211405","*****","167504","1129","23291","1143","240","103","5896","351","102","88","4823","901","9549","1005","734","326","8815","895"
"0500000US12021","Collier County, Florida","371453","*****","329909","1030","25404","597","674","186","4861","413","32","52","5739","1061","4834","747","607","198","4227","712"
"0500000US12023","Columbia County, Florida","69968","*****","53651","305","12653","422","196","112","744","76","13","18","854","280","1857","475","484","382","1373","292"
"0500000US12027","DeSoto County, Florida","36903","*****","31079","412","4634","114","31","29","83","76","41","50","584","345","451","192","108","163","343","104"
"0500000US12029","Dixie County, Florida","16589","*****","14333","108","1474","134","2","3","38","20","20","27","254","102","468","128","0","21","468","128"
"0500000US12031","Duval County, Florida","936186","*****","559532","2367","277195","1849","2328","398","43297","1082","584","249","19352","2065","33898","2177","3425","606","30473","2127"
"0500000US12033","Escambia County, Florida","313491","*****","213368","650","68733","1191","1301","281","9367","510","436","147","3827","644","16459","1288","1102","300","15357","1263"
"0500000US12035","Flagler County, Florida","109801","*****","90342","754","11010","447","326","160","2874","162","104","164","2752","794","2393","509","323","171","2070","469"
"0500000US12037","Franklin County, Florida","11811","*****","9555","234","1664","138","11","16","41","37","43","64","317","218","180","105","23","29","157","101"
"0500000US12039","Gadsden County, Florida","45945","*****","18202","558","25786","255","83","70","81","67","17","19","1326","599","450","219","24","35","426","215"
"0500000US12041","Gilchrist County, Florida","17953","*****","16382","84","1052","142","22","23","40","32","2","3","71","61","384","134","23","33","361","124"
"0500000US12043","Glades County, Florida","13516","*****","10780","154","1819","119","540","45","108","109","0","21","117","133","152","83","25","37","127","75"
"0500000US12045","Gulf County, Florida","15576","*****","12384","87","2673","124","61","40","85","20","0","21","102","43","271","96","8","11","263","95"
"0500000US12047","Hamilton County, Florida","14326","*****","8805","197","4949","104","166","84","43","50","0","21","155","164","208","88","5","10","203","88"
"0500000US12049","Hardee County, Florida","27131","*****","21824","920","2051","258","23","30","234","198","40","66","2664","916","295","174","64","63","231","168"
"0500000US12051","Hendry County, Florida","40732","*****","32023","1030","4688","250","734","263","355","32","0","29","1584","828","1348","606","156","191","1192","599"
"0500000US12053","Hernando County, Florida","186313","*****","165227","620","9946","500","608","179","2283","346","47","43","3241","591","4961","689","558","205","4403","734"
"0500000US12055","Highlands County, Florida","103437","*****","83541","1123","9987","439","197","105","1467","157","0","32","6079","1115","2166","549","369","226","1797","489"
"0500000US12057","Hillsborough County, Florida","1422278","*****","1002119","4222","239119","2479","4057","607","57655","925","1030","219","65024","3936","53274","2520","9644","1374","43630","2416"
"0500000US12059","Holmes County, Florida","19432","*****","17237","86","1356","85","266","97","131","48","60","60","67","39","315","137","39","44","276","130"
"0500000US12061","Indian River County, Florida","153989","*****","133103","690","13633","533","385","237","2037","296","57","82","1548","614","3226","657","207","115","3019","636"
"0500000US12063","Jackson County, Florida","47945","*****","33057","133","12859","231","320","110","156","132","76","95","442","132","1035","268","80","75","955","273"
"0500000US12065","Jefferson County, Florida","14161","*****","8894","83","4894","88","71","31","39","44","0","21","88","70","175","88","0","21","175","88"
"0500000US12067","Lafayette County, Florida","8637","*****","6931","360","1394","331","13","18","0","19","28","63","7","30","264","134","70","73","194","91"
"0500000US12069","Lake County, Florida","345867","*****","285337","2269","37766","1063","1440","360","7000","353","172","185","6464","2153","7688","1088","1380","416","6308","971"
"0500000US12071","Lee County, Florida","737468","*****","622299","2630","63282","1847","1395","375","11967","483","412","119","24959","2429","13154","1388","2399","476","10755","1272"
"0500000US12073","Leon County, Florida","289770","*****","177974","595","89536","811","570","174","10183","375","76","55","3301","600","8130","909","718","280","7412","887"
"0500000US12075","Levy County, Florida","40403","*****","35391","108","3541","193","67","59","349","15","0","29","30","25","1025","223","66","73","959","214"
"0500000US12077","Liberty County, Florida","8345","*****","6682","322","1320","299","103","102","20","24","0","19","88","55","132","116","0","19","132","116"
"0500000US12079","Madison County, Florida","18460","*****","10713","162","7128","219","63","72","163","199","5","10","284","170","104","50","25","33","79","40"
"0500000US12081","Manatee County, Florida","384213","*****","328110","1227","33462","779","813","239","7975","325","189","151","6359","1180","7305","942","1037","307","6268","845"
"0500000US12083","Marion County, Florida","353526","*****","289561","1155","45754","1136","1008","294","5088","471","195","164","3779","922","8141","1139","1136","507","7005","1046"
"0500000US12085","Martin County, Florida","159065","*****","140110","948","9006","496","966","487","2226","191","141","131","3956","841","2660","701","792","509","1868","507"
"0500000US12086","Miami-Dade County, Florida","2699428","*****","2028500","6499","469202","3197","5101","1352","43152","948","790","162","107096","5598","45587","2723","14084","1415","31503","2286"
"0500000US12087","Monroe County, Florida","75798","*****","66728","497","5545","332","81","51","1058","125","130","135","1322","393","934","242","103","74","831","222"
"0500000US12089","Nassau County, Florida","83098","*****","75070","346","5031","269","398","170","851","146","0","32","766","335","982","344","56","53","926","340"
"0500000US12091","Okaloosa County, Florida","203794","*****","159371","926","20032","592","806","351","6188","394","275","148","7016","873","10106","822","671","267","9435","752"
"0500000US12093","Okeechobee County, Florida","41144","*****","35138","494","3414","258","188","132","395","54","120","111","1062","461","827","247","32","39","795","243"
"0500000US12095","Orange County, Florida","1349746","*****","857963","4649","282677","2868","3119","669","69700","1368","1146","553","86582","4726","48559","3419","10771","1659","37788","2799"
"0500000US12097","Osceola County, Florida","351955","*****","256320","3963","40336","1398","1529","474","9662","448","270","151","30282","3585","13556","1926","4062","1056","9494","1741"
"0500000US12099","Palm Beach County, Florida","1465027","*****","1077422","3200","273384","1595","3056","706","39423","751","527","214","37551","2758","33664","1986","6860","936","26804","1809"
"0500000US12101","Pasco County, Florida","524602","*****","456080","1438","30221","735","1954","391","13580","435","320","65","8345","1139","14102","1266","2535","494","11567","1029"
"0500000US12103","Pinellas County, Florida","964666","*****","785739","1899","98942","1566","2812","545","32679","693","908","121","13396","1489","30190","1765","3600","698","26590","1738"
"0500000US12105","Polk County, Florida","686218","*****","528843","2625","104676","1218","2358","429","12244","558","301","173","20845","2263","16951","1420","2832","690","14119","1315"
"0500000US12107","Putnam County, Florida","73252","*****","58814","405","11922","288","309","142","456","70","5","8","347","152","1399","427","123","84","1276","420"
"0500000US12109","St. Johns County, Florida","244674","*****","216331","619","13224","608","943","294","6595","626","192","61","1419","446","5970","835","765","294","5205","805"
"0500000US12111","St. Lucie County, Florida","312947","*****","228616","1926","63087","2167","1284","369","6383","309","268","58","5796","1470","7513","1723","1577","642","5936","1620"
"0500000US12113","Santa Rosa County, Florida","174755","*****","149250","591","10858","483","936","279","3423","341","441","151","2692","537","7155","756","654","310","6501","691"
"0500000US12115","Sarasota County, Florida","419496","*****","381414","1274","19002","803","667","252","7129","350","79","55","3669","954","7536","920","523","198","7013","879"
"0500000US12117","Seminole County, Florida","461402","*****","349813","2132","55186","1370","1317","431","20895","593","263","82","19707","2320","14221","1604","1852","424","12369","1502"
"0500000US12119","Sumter County, Florida","125044","*****","111290","398","8818","392","416","115","1105","203","100","154","1453","352","1862","499","424","169","1438","468"
"0500000US12121","Suwannee County, Florida","44046","*****","36431","319","5683","367","58","73","55","85","23","43","441","259","1355","521","55","83","1300","545"
"0500000US12123","Taylor County, Florida","21870","*****","16678","260","4397","348","69","57","167","150","0","25","379","164","180","112","2","18","178","110"
"0500000US12125","Union County, Florida","15303","*****","11268","70","3359","140","116","50","93","15","10","13","191","61","266","118","0","21","266","118"
"0500000US12127","Volusia County, Florida","536487","*****","436700","1777","58584","1026","1830","333","9618","585","158","60","18291","1640","11306","1181","1267","378","10039","1012"
"0500000US12129","Wakulla County, Florida","32321","*****","26579","101","4874","178","66","66","167","73","0","29","328","96","307","166","0","29","307","166"
"0500000US12131","Walton County, Florida","68262","*****","59228","401","3156","267","383","184","705","232","0","32","2141","467","2649","419","200","114","2449","392"
"0500000US12133","Washington County, Florida","24764","*****","19725","179","3764","171","348","76","167","29","103","124","236","176","421","188","11","14","410","185"
"0500000US13001","Appling County, Georgia","18440","*****","13750","374","3561","207","97","140","74","111","0","21","783","368","175","103","52","65","123","81"
"0500000US13003","Atkinson County, Georgia","8239","*****","6196","244","1444","112","81","111","0","19","0","19","508","243","10","10","4","6","6","9"
"0500000US13005","Bacon County, Georgia","11201","*****","8956","168","1701","169","0","21","19","28","26","40","171","160","328","158","73","88","255","151"
"0500000US13007","Baker County, Georgia","3132","*****","1710","234","1244","227","1","4","96","98","21","32","45","73","15","23","0","13","15","23"
"0500000US13009","Baldwin County, Georgia","45111","*****","24245","208","19102","247","106","98","791","59","0","28","140","123","727","290","176","152","551","225"
"0500000US13011","Banks County, Georgia","18708","*****","17392","208","486","146","100","98","210","43","0","21","322","208","198","127","0","21","198","127"
"0500000US13013","Barrow County, Georgia","78991","*****","62276","596","9340","286","156","109","2928","133","5","10","2345","512","1941","379","392","175","1549","304"
"0500000US13015","Bartow County, Georgia","104919","*****","87869","832","10931","506","319","177","933","223","1","5","2299","814","2567","601","377","324","2190","544"
"0500000US13017","Ben Hill County, Georgia","17033","*****","10163","241","6236","186","0","21","117","139","0","21","346","229","171","118","14","21","157","112"
"0500000US13019","Berrien County, Georgia","19152","*****","15904","122","2247","219","103","102","212","67","0","21","359","187","327","176","64","88","263","140"
"0500000US13021","Bibb County, Georgia","153200","*****","61569","453","83405","662","291","125","3113","162","75","66","1441","424","3306","728","507","214","2799","651"
"0500000US13023","Bleckley County, Georgia","12807","*****","8955","152","3522","122","12","17","31","26","0","21","183","151","104","100","0","21","104","100"
"0500000US13025","Brantley County, Georgia","18756","*****","17610","103","661","253","54","67","201","173","0","21","1","4","229","172","37","39","192","164"
"0500000US13027","Brooks County, Georgia","15590","*****","9298","255","5604","145","0","21","66","143","20","26","415","267","187","49","25","41","162","29"
"0500000US13029","Bryan County, Georgia","37063","*****","28542","398","5340","314","161","57","529","188","28","45","887","421","1576","366","140","118","1436","322"
"0500000US13031","Bulloch County, Georgia","76120","*****","49581","349","21245","554","301","133","990","124","199","304","1138","356","2666","560","372","186","2294","517"
"0500000US13033","Burke County, Georgia","22520","*****","10988","164","10824","127","0","25","75","43","0","25","365","166","268","155","107","106","161","108"
"0500000US13035","Butts County, Georgia","24090","*****","16393","180","6992","190","1","3","101","100","0","25","270","193","333","177","89","76","244","153"
"0500000US13037","Calhoun County, Georgia","6365","*****","2163","56","3851","84","0","19","37","42","0","19","213","70","101","72","18","23","83","68"
"0500000US13039","Camden County, Georgia","53231","*****","38864","334","9997","268","374","135","1170","220","59","47","916","425","1851","430","252","130","1599","410"
"0500000US13043","Candler County, Georgia","10812","*****","7242","310","2743","92","0","21","185","186","0","21","392","235","250","209","140","187","110","84"
"0500000US13045","Carroll County, Georgia","117183","*****","87519","726","22664","466","1145","545","904","179","102","90","2908","734","1941","509","246","164","1695","462"
"0500000US13047","Catoosa County, Georgia","66700","*****","61587","407","1497","290","240","145","878","135","32","47","943","450","1523","347","0","31","1523","347"
"0500000US13049","Charlton County, Georgia","13040","*****","8661","183","3419","260","257","111","96","89","14","17","230","118","363","190","73","41","290","179"
"0500000US13051","Chatham County, Georgia","288496","*****","152025","1019","115023","1024","929","187","7428","454","364","49","4299","907","8428","1056","1135","526","7293","986"
"0500000US13053","Chattahoochee County, Georgia","10560","*****","7136","142","2270","162","35","32","382","91","15","23","341","166","381","117","65","44","316","101"
"0500000US13055","Chattooga County, Georgia","24812","*****","21271","209","2593","127","35","42","42","60","0","25","530","227","341","129","38","47","303","136"
"0500000US13057","Cherokee County, Georgia","247515","*****","213668","1559","17274","652","1055","523","4472","384","123","122","4931","1240","5992","788","780","386","5212","710"
"0500000US13059","Clarke County, Georgia","126176","*****","79862","860","35215","392","141","106","4891","343","84","76","2636","832","3347","525","372","177","2975","501"
"0500000US13061","Clay County, Georgia","2951","*****","1056","173","1841","180","0","13","30","49","0","13","17","17","7","11","0","13","7","11"
"0500000US13063","Clayton County, Georgia","283538","*****","46348","1865","196495","1845","464","199","14592","147","247","208","16789","2173","8603","1467","1228","503","7375","1366"
"0500000US13065","Clinch County, Georgia","6686","*****","4383","35","1900","242","2","3","0","19","0","19","251","214","150","145","2","4","148","145"
"0500000US13067","Cobb County, Georgia","751218","*****","440462","3122","207059","2004","1941","526","40271","725","409","195","38088","2823","22988","1994","3529","729","19459","1709"
"0500000US13069","Coffee County, Georgia","43021","*****","29175","440","12261","314","16","29","338","80","0","28","615","375","616","410","60","58","556","404"
"0500000US13071","Colquitt County, Georgia","45486","*****","29029","806","10622","97","491","256","380","48","5","13","4232","763","727","379","299","215","428","280"
"0500000US13073","Columbia County, Georgia","150705","*****","111355","560","25127","735","421","250","5846","524","0","31","1635","503","6321","1026","726","388","5595","880"
"0500000US13075","Cook County, Georgia","17177","*****","11796","151","4631","185","50","55","124","118","0","21","241","155","335","156","25","42","310","148"
"0500000US13077","Coweta County, Georgia","143260","*****","109508","523","25618","395","361","114","2980","242","26","42","1666","477","3101","647","104","81","2997","642"
"0500000US13079","Crawford County, Georgia","12325","*****","9236","198","2708","105","12","19","19","30","0","21","201","198","149","97","0","21","149","97"
"0500000US13081","Crisp County, Georgia","22713","*****","11973","140","10344","125","0","25","43","54","26","42","70","77","257","145","72","105","185","97"
"0500000US13083","Dade County, Georgia","16197","*****","15318","144","134","67","0","21","285","236","16","27","63","50","381","135","29","36","352","129"
"0500000US13085","Dawson County, Georgia","24536","*****","23628","144","258","135","23","44","144","37","0","25","97","92","386","173","39","81","347","140"
"0500000US13087","Decatur County, Georgia","26682","*****","14002","247","11225","329","30","50","66","76","0","25","1255","396","104","55","0","25","104","55"
"0500000US13089","DeKalb County, Georgia","749323","*****","257388","2175","404889","1545","7305","1060","45447","778","325","76","12753","1758","21216","1737","3705","649","17511","1484"
"0500000US13091","Dodge County, Georgia","20829","*****","14001","171","5987","271","2","6","69","90","0","25","310","183","460","239","0","25","460","239"
"0500000US13093","Dooly County, Georgia","13736","*****","6194","184","6741","103","6","10","2","4","0","21","549","208","244","119","64","69","180","100"
"0500000US13095","Dougherty County, Georgia","89703","*****","23655","297","62417","413","205","69","867","60","36","40","1180","303","1343","437","92","108","1251","418"
"0500000US13097","Douglas County, Georgia","143316","*****","66197","987","67249","783","105","81","2324","230","34","54","3852","847","3555","655","337","186","3218","609"
"0500000US13099","Early County, Georgia","10312","*****","4670","12","5409","154","30","29","57","90","0","21","4","6","142","127","0","21","142","127"
"0500000US13101","Echols County, Georgia","3981","*****","2939","302","79","61","87","95","0","13","0","13","698","292","178","128","99","77","79","64"
"0500000US13103","Effingham County, Georgia","60477","*****","49360","374","8050","306","106","74","534","131","29","33","725","379","1673","325","40","44","1633","324"
"0500000US13105","Elbert County, Georgia","19166","*****","13059","193","5727","129","0","21","109","104","0","21","107","128","164","79","0","21","164","79"
"0500000US13107","Emanuel County, Georgia","22533","*****","14069","253","7636","230","57","46","82","91","0","25","235","226","454","240","15","40","439","239"
"0500000US13109","Evans County, Georgia","10687","*****","6199","169","3175","76","15","22","97","9","0","21","1053","168","148","78","18","26","130","75"
"0500000US13111","Fannin County, Georgia","25395","*****","24517","170","63","39","34","40","94","93","27","36","198","186","462","113","112","102","350","154"
"0500000US13113","Fayette County, Georgia","112303","*****","75117","569","25506","682","200","151","5037","361","189","207","2557","732","3697","633","597","248","3100","619"
"0500000US13115","Floyd County, Georgia","97369","*****","76218","789","13576","364","167","115","1343","311","0","31","3248","820","2817","606","640","347","2177","505"
"0500000US13117","Forsyth County, Georgia","228383","*****","180891","893","8013","550","687","362","29535","385","96","89","3900","857","5261","684","780","319","4481","611"
"0500000US13119","Franklin County, Georgia","22766","*****","19429","237","2119","94","19","29","215","67","0","25","570","228","414","116","3","5","411","116"
"0500000US13121","Fulton County, Georgia","1036200","*****","462133","2466","456855","1745","4213","904","73129","866","316","92","15345","2188","24209","1993","3075","941","21134","1783"
"0500000US13123","Gilmer County, Georgia","30414","*****","27832","470","166","123","523","476","137","36","3","6","1182","544","571","172","91","82","480","145"
"0500000US13125","Glascock County, Georgia","2996","*****","2655","49","306","64","9","13","0","13","1","2","0","13","25","24","0","13","25","24"
"0500000US13127","Glynn County, Georgia","84470","*****","57857","420","22235","292","303","81","1099","184","98","71","811","311","2067","464","289","147","1778","433"
"0500000US13129","Gordon County, Georgia","57202","*****","50276","806","2169","297","725","526","637","121","87","97","2220","785","1088","336","27","33","1061","332"
"0500000US13131","Grady County, Georgia","24828","*****","16251","462","7406","172","134","82","139","13","9","15","53","64","836","498","8","14","828","504"
"0500000US13133","Greene County, Georgia","17349","*****","10246","150","6101","40","0","21","198","21","4","7","661","169","139","104","89","80","50","51"
"0500000US13135","Gwinnett County, Georgia","915046","*****","443421","4146","254466","2215","3718","989","106374","1526","255","143","78987","4310","27825","2454","5095","908","22730","2228"
"0500000US13137","Habersham County, Georgia","44626","*****","38434","637","1435","202","46","47","864","149","219","250","2548","648","1080","314","123","144","957","273"
"0500000US13139","Hall County, Georgia","198667","*****","170110","1062","14345","485","458","208","3538","227","37","40","6010","951","4169","531","669","288","3500","479"
"0500000US13141","Hancock County, Georgia","8515","*****","2080","19","6235","97","0","19","31","56","12","22","114","57","43","44","0","19","43","44"
"0500000US13143","Haralson County, Georgia","29227","*****","26978","124","1481","230","20","22","120","110","0","25","109","119","519","207","18","29","501","204"
"0500000US13145","Harris County, Georgia","34105","*****","27006","173","5495","140","26","23","364","83","4","6","211","154","999","185","150","101","849","152"
"0500000US13147","Hart County, Georgia","25773","*****","19950","143","4998","126","6","19","255","81","0","25","150","98","414","181","84","94","330","163"
"0500000US13149","Heard County, Georgia","11736","*****","10198","75","1024","157","3","5","62","78","11","20","49","71","389","139","30","45","359","138"
"0500000US13151","Henry County, Georgia","225356","*****","107871","1144","99006","1000","155","167","7519","373","6","9","3003","725","7796","1320","1357","533","6439","1187"
"0500000US13153","Houston County, Georgia","153507","*****","92662","813","47637","821","785","382","5065","464","11","19","1814","689","5533","914","896","423","4637","857"
"0500000US13155","Irwin County, Georgia","9320","*****","6503","97","2674","104","11","19","38","45","0","19","50","58","44","59","11","25","33","53"
"0500000US13157","Jackson County, Georgia","67885","*****","58699","661","4625","300","34","49","1211","170","45","60","1566","609","1705","404","393","271","1312","259"
"0500000US13159","Jasper County, Georgia","13916","*****","10496","122","2838","99","8","14","41","41","0","21","377","122","156","79","0","21","156","79"
"0500000US13161","Jeff Davis County, Georgia","15036","*****","11601","341","2515","106","0","21","34","67","0","21","397","247","489","342","308","267","181","250"
"0500000US13163","Jefferson County, Georgia","15618","*****","6796","140","8325","80","23","29","49","37","0","21","244","127","181","97","91","73","90","56"
"0500000US13165","Jenkins County, Georgia","8793","*****","5207","520","3070","469","126","158","98","86","0","19","214","269","78","93","0","19","78","93"
"0500000US13167","Johnson County, Georgia","9691","*****","6218","75","3214","113","0","19","21","37","0","19","26","44","212","120","41","69","171","108"
"0500000US13169","Jones County, Georgia","28579","*****","20836","62","7043","149","50","43","213","11","0","25","9","12","428","149","22","43","406","143"
"0500000US13171","Lamar County, Georgia","18672","*****","12363","121","5489","333","26","33","90","97","0","21","138","149","566","316","0","21","566","316"
"0500000US13173","Lanier County, Georgia","10380","*****","7683","59","2532","118","17","33","21","36","0","21","55","68","72","78","0","21","72","78"
"0500000US13175","Laurens County, Georgia","47405","*****","27786","546","17687","129","37","34","538","29","8","14","943","534","406","159","75","69","331","139"
"0500000US13177","Lee County, Georgia","29502","*****","21662","168","6121","261","30","33","723","95","35","50","164","94","767","285","197","112","570","267"
"0500000US13179","Liberty County, Georgia","61349","*****","28086","530","25265","715","321","94","1260","177","317","41","2058","435","4042","631","701","245","3341","588"
"0500000US13181","Lincoln County, Georgia","7856","*****","5295","48","2433","57","4","7","0","19","2","3","47","48","75","57","11","18","64","54"
"0500000US13183","Long County, Georgia","18692","*****","11937","360","4660","307","31","41","203","129","82","100","785","353","994","316","141","105","853","301"
"0500000US13185","Lowndes County, Georgia","115364","*****","65740","498","42096","348","441","103","2011","291","172","130","2180","496","2724","522","165","90","2559","520"
"0500000US13187","Lumpkin County, Georgia","32402","*****","30546","190","672","329","91","70","267","82","46","68","367","192","413","319","7","15","406","319"
"0500000US13189","McDuffie County, Georgia","21455","*****","11585","75","8561","400","0","25","95","39","264","351","532","85","418","190","22","35","396","194"
"0500000US13191","McIntosh County, Georgia","14174","*****","8826","26","5036","264","14","24","189","276","18","21","0","21","91","70","0","21","91","70"
"0500000US13193","Macon County, Georgia","13305","*****","4558","199","8178","80","0","21","52","62","1","3","393","201","123","59","5","7","118","61"
"0500000US13195","Madison County, Georgia","29218","*****","24637","293","3108","198","110","61","112","93","0","25","935","300","316","164","16","17","300","164"
"0500000US13197","Marion County, Georgia","8432","*****","5191","219","2602","159","14","21","77","87","52","72","387","241","109","82","0","19","109","82"
"0500000US13199","Meriwether County, Georgia","21106","*****","12102","127","8426","183","20","35","52","73","0","25","307","155","199","118","11","18","188","120"
"0500000US13201","Miller County, Georgia","5787","*****","3940","11","1765","61","33","47","0","19","17","27","0","19","32","31","0","19","32","31"
"0500000US13205","Mitchell County, Georgia","22244","*****","10929","87","10342","322","76","75","44","43","12","23","200","81","641","326","12","14","629","325"
"0500000US13207","Monroe County, Georgia","27171","*****","20035","196","6304","81","41","53","247","49","0","25","279","196","265","122","0","25","265","122"
"0500000US13209","Montgomery County, Georgia","9058","*****","6053","127","2392","93","0","19","16","20","0","19","477","151","120","75","3","4","117","75"
"0500000US13211","Morgan County, Georgia","18507","*****","13693","183","4347","220","24","37","13","16","0","21","121","131","309","152","1","3","308","152"
"0500000US13213","Murray County, Georgia","39724","*****","38443","254","413","80","53","47","135","36","0","28","292","248","388","130","0","28","388","130"
"0500000US13215","Muscogee County, Georgia","195739","*****","84841","775","90580","881","824","229","4840","332","276","108","5341","946","9037","1173","2059","508","6978","970"
"0500000US13217","Newton County, Georgia","108079","*****","54442","464","48483","639","344","247","1205","227","88","137","984","540","2533","596","312","229","2221","572"
"0500000US13219","Oconee County, Georgia","38132","*****","33718","408","1993","84","52","52","1403","175","25","39","110","83","831","421","3","5","828","420"
"0500000US13221","Oglethorpe County, Georgia","14931","*****","11909","126","2624","126","6","9","32","42","0","21","64","126","296","114","3","7","293","113"
"0500000US13223","Paulding County, Georgia","159825","*****","119808","1029","30604","1095","404","186","1563","421","71","86","2140","909","5235","979","404","275","4831","944"
"0500000US13225","Peach County, Georgia","27145","*****","13261","349","12165","83","154","156","274","81","26","42","980","309","285","222","114","180","171","107"
